id,Producator,Dimensiune,Detalii,Aplicatie,Pret ROTIS cu TVA,Odai,Braila,Cluj,Cod articol
3757,TOYO,195/50/R16,PROXES CF2,VARA,300.2,2,0,0,ATO1955016HCF2X
3760,TOYO,195/55/R16,PROXES CF2,VARA,252.1,1,0,0,ATO1955516HCF2
3761,TOYO,195/60/R15,PROXES CF2,VARA,231.72,3,0,0,ATO1956015VPCF2
3762,TOYO,195/65/R15,PROXES CF2,VARA,192.17,4,0,2,ATO1956515VPCF2
3763,TOYO,205//R16,OPEN COUNTRY AT+,4X4 VARA,337.41,20,4,0,ATO20516TOPAT+
3766,TOYO,205/60/R16,PROXES CF2S,VARA,305.63,1,0,0,ATO2056016HPCF2
3774,TOYO,215/65/R16C,H08,LT VARA,375.85,1,0,0,ATO2156516CTH08
3775,TOYO,215/65/R16,OPEN COUNTRY AT+,4X4 VARA,372.54,8,0,0,ATO2156516HOPAT
3776,TOYO,225/45/R17,PROXES T1 SPORT+,VARA,338.79,28,4,0,ATO2254517YTS+X
3801,TOYO,205/55/R17,PROXES CF2,VARA,437.67,8,0,0,ATO2055517VCF2X
3781,TOYO,235/45/R18,PROXES T1 SPORT+,VARA,559.93,15,0,0,ATO2354518YTS+
3782,TOYO,235/50/R17,PROXES T1 SPORT,VARA,440.95,6,0,0,ATO2355017YPXTS
3783,TOYO,235/55/R17,PROXES CF2S,VARA,465.93,2,0,0,ATO2355517VPCF2
3787,TOYO,245/40/R19,PROXES T1 SPORT,VARA,714.95,6,0,0,ATO2454019YTSX
3788,TOYO,245/45/R17,PROXES R32,VARA,507.13,16,2,0,ATO2454517WR32
3789,TOYO,245/45/R18,PROXES T1 SPORT+,VARA,589.46,22,0,0,ATO2454518YTS+X
3791,TOYO,255/55/R19,PROXES T1 SPORT SUV,4X4 VARA,601.38,12,0,0,ATO2555519VPSX
3792,TOYO,255/60/R17,PROXES T1 SPORT SUV,4X4 VARA,493.89,12,0,0,ATO2556017VPT1S
3826,NOKIAN,195/50/R15,iLINE,VARA,190.63,0,0,1,AN1955015HILI
4072,NOKIAN,225/45/R19,WR A4,IARNA,917.14,30,0,8,AN2254519VWRA4X
3858,PIRELLI,255/45/R19,P ZERO,VARA,1021.78,4,0,0,AP2554519WPZER
3819,TOYO,225/75/R16,OPEN COUNTRY MT,4X4 VARA,512.41,4,0,0,ATO2257516POPMT
3820,TOYO,245/40/R18,PROXES T1 SPORT+,VARA,530.21,3,0,0,ATO2454018YTS+X
3876,NOKIAN,195/65/R15,iLINE,VARA,196.22,30,0,9,AN1956515HILI
3833,DUNLOP,225/45/R17,SPORT MAXX RT 2,VARA,386.86,30,0,0,AD2254517YMXRT2
3839,PIRELLI,235/40/R18,P ZERO NERO GT,VARA,565.64,4,0,0,AP2354018YPZNX
3842,PIRELLI,235/65/R16C,CHRONO 2,LT VARA,516.65,28,0,0,AP2356516CRCH2
3843,PIRELLI,255/55/R18,SCORPION VERDE,4X4 VARA,662.02,0,4,0,AP2555518YSVX
3861,KUMHO,215/75/R15,KL71,4X4 VARA,533.83,4,0,0,AK2157515QKL71
3908,KELLY,185/60/R14,ST,VARA,138.31,4,0,0,AKE1856014TST
4153,CONTINENTAL,225/45/R17,WINTER CONTACT TS860,IARNA,575.32,14,0,0,AC2254517HTS86
3853,CONTINENTAL,265/40/R21,SPORT CONTACT 2,VARA,1200.23,4,0,0,AC2654021YSPC2
3867,NOKIAN,215/60/R16,LINE,VARA,436.62,30,0,4,AN2156016HLIX
4077,SEMPERIT,"385/55/R22,5",RUNNER F2,DIRECTIE REGIONAL VARA,1618.94,11,2,0,ASE38555225KRF2
3910,KELLY,185/65/R14,ST,VARA,141.85,1,0,0,AKE1856514TST
3865,KUMHO,225/40/R19,KU39,VARA,514.91,2,0,0,AK2254019YKU39X
3911,KELLY,185/65/R15,ST,VARA,147.18,2,0,0,AKE1856515TST
4000,BF GOODRICH,195/50/R15,G GRIP,VARA,254.18,5,0,0,ABF1955015VGG
3915,KELLY,225/45/R17,UHP,VARA,203.73,0,1,0,AKE2254517WUHPX
3872,TOYO,285/50/R18,PROXES T1 SPORT,VARA,617.28,6,0,0,ATO2855018VTS
3913,KELLY,205/55/R16,UHP,VARA,183.3,1,0,0,AKE2055516WUHP
3912,KELLY,195/65/R15,ST,VARA,157.33,2,0,0,AKE1956515TST
3899,BARUM,175/70/R13,BRILLANTIS 2,VARA,135.2,10,0,0,ABR1757013TBR2
3901,DUNLOP,245/40/R18,SPORT MAXX RT2,VARA,611.98,3,0,0,AD2454018YMRT2X
3902,KELLY,155/65/R13,ST,VARA,119.84,30,30,13,AKE1556513TST
3937,OVATION,"315/80/R22,5",VI 011,DIRECTIE SANTIER VARA,942.66,4,0,0,AOV31580225L011
3920,SILVERSTONE,31/10.5/R15,MT117 XTREME,4X4 VARA,619.28,4,0,4,ASV3110515KMT
3933,HANKOOK,215/50/R17,VENTUS S2 K115,VARA,445.77,1,0,0,AH2155017VK115
3938,OVATION,"315/80/R22,5",VI 768,TRACTIUNE SANTIER VARA,1031.49,3,0,0,AOV31580225L768
3925,SAVA,"295/80/R22,5",AVANT A4 PLUS,DIRECTIE REGIONAL VARA,1000,0,1,0,AS29580225MA4P
3926,VIKING,185/55/R15,PRO TECH HP,VARA,192.26,1,0,0,AVI1855515VPRHP
3935,NOKIAN,215/70/R16,WEATHERPROOF SUV,4X4 All Season,443.94,4,0,0,AN2157016HWPR
3931,VIKING,205/60/R15,CITY TECH II,VARA,204.7,3,0,0,AVI2056015HCI2
3964,OVATION,"235/75/R17,5",VI 022,TRAILER REGIONAL VARA,615.41,2,0,0,AOV23575175J022
3946,DUNLOP,235/50/R19,WINTER SPORT 3D RUN FLAT,IARNA,1226.65,4,0,0,AD2355019H3DROF
3994,CONTINENTAL,215/60/R17,CROSS CONTACT LX SPORT,4X4 VARA,526.37,4,0,0,AC2156017HCRCLX
3971,GOODYEAR,255/40/R20,EAGLE F1 ASYMMETRIC 2,VARA,938.43,1,0,0,AG2554020YF1A2
3952,KELLY,225/55/R17,UHP,VARA,241.88,2,0,0,AKE2255517WUHPX
3984,NOKIAN,215/65/R16C,WEATHERPROOF C,LT All Season,522.67,8,0,0,AN2156516CTWEA
4062,NOKIAN,205/55/R16,WR A4,IARNA,355.93,26,14,0,AN2055516HWRA4
3973,BF GOODRICH,225/75/R16,MUD TERRAIN,4X4 VARA,605.15,2,0,0,ABF2257516QMUD
4027,NOKIAN,205/75/R16C,WR C3,LT IARNA,470,0,0,2,AN2057516CSWRC3
4025,NOKIAN,205/55/R17,WR A4,IARNA,593.62,30,0,0,AN2055517VWRA4X
3974,CONTINENTAL,255/40/R20,SPORT CONTACT 5P,VARA,1054.61,2,0,0,AC2554020YCSC5X
4074,DUNLOP,185/55/R14,BLURESPONSE,VARA,295.46,4,0,0,AD1855514HBL
4105,DUNLOP,275/40/R20,WINTER SPORT 5 SUV,4X4 IARNA,1219.57,16,0,0,AD2754020VWS5SX
4069,NOKIAN,205/65/R16C,WEATHERPROOF C,LT All Season,508.37,1,0,0,AN2056516CTWEA
3985,DUNLOP,"315/70/R22,5",SP346,DIRECTIE REGIONAL VARA,1948.45,21,2,0,AD31570225L346
3986,DUNLOP,"315/80/R22,5",SP346,DIRECTIE REGIONAL VARA,2081.83,2,8,0,AD31580225SP346
4016,NOKIAN,195/60/R15,WEATHERPROOF,ALL SEASONS All Season,296.61,4,0,0,AN1956015HWPR
4014,HANKOOK,235/35/R19,VENTUS V12 ECO2 K120,VARA,683.77,4,0,0,AH2353519YK120X
4021,NOKIAN,195/70/R15C,WR C3,LT IARNA,347.1,1,0,0,AN1957015CSWRC3
4312,CONTINENTAL,225/40/R18,WINTER CONTACT TS810S,IARNA,646.08,8,0,0,AC2254018VTS810
4129,PIRELLI,245/45/R18,WINTER SOTTO ZERO 3 RUN FLAT,4X4 IARNA,1012.35,16,0,0,AP2454518VSZ3RX
4009,BF GOODRICH,33/12.5/R15,MUD TERRAIN,4X4 VARA,812.1,4,0,0,ABF3312515QMT
3998,SEMPERIT,235/65/R16C,VAN LIFE 2,LT VARA,498.25,5,0,1,ASE2356516CRVL2
4020,NOKIAN,195/50/R15,WR D4,IARNA,272.51,14,0,12,AN1955015HWRD4
4100,DUNLOP,225/65/R17,WINTER SPORT 5 SUV,4X4 IARNA,710.37,26,0,0,AD2256517HWS5S
4509,CONTINENTAL,"295/80/R22,5",HSW2 COACH,DIRECTIE IARNA VARA,2041.49,12,0,0,AC29580225MSW2C
4425,DUNLOP,"295/60/R22,5",SP446,TRACTIUNE REGIONAL VARA,2026.99,28,8,0,AD29560225446
4106,DUNLOP,275/45/R20,WINTER SPORT 3D,IARNA,1314.47,8,0,0,AD2754520VW3DX
4018,HIFLY,195/65/R15,WIN TURI 212,IARNA,172.31,1,0,0,AHI1956515TW212
4022,NOKIAN,205/45/R17,WR A4,IARNA,600.25,14,0,0,AN2054517VWRA4X
4063,NOKIAN,215/50/R17,LINE,VARA,483.77,6,0,0,AN2155017VLIX
4071,NOKIAN,225/45/R17,WR A4 RUN FLAT,IARNA,620.73,2,0,0,AN2254517HWRA4R
4032,NOKIAN,215/60/R17C,WR C3,LT IARNA,666.94,30,0,8,AN2156017CTWRC3
4026,NOKIAN,205/70/R15C,WR C3,LT IARNA,414.11,16,0,0,AN2057015CSWRC3
4024,NOKIAN,205/55/R16,WR A4,IARNA,453.58,1,0,0,AN2055516VA4X
4364,FALKEN,"295/80/R22,5",BI851,TRACTIUNE REGIONAL VARA,1444.54,4,0,0,AFA29580225M851
4092,DUNLOP,205/55/R16,WINTER SPORT 5,IARNA,440.72,16,0,0,AD2055516HWS5X
4033,NOKIAN,225/40/R19,WR A4,IARNA,1036.26,4,0,0,AN2254019VWRA4X
4034,NOKIAN,225/45/R17,WR A4,IARNA,531.32,30,0,10,AN2254517HXWRA4
4035,NOKIAN,225/45/R18,WR A4,IARNA,662.16,30,0,0,AN2254518VWRA4X
4037,NOKIAN,225/50/R17,WR A4,IARNA,561.51,0,0,5,AN2255017VWRA4
4039,NOKIAN,225/55/R19,WR SUV 3,4X4 IARNA,829.92,12,0,4,AN2255519VWRS3X
4041,NOKIAN,235/45/R17,WR A4,IARNA,661.21,2,0,0,AN2354517HWRA4X
4045,NOKIAN,235/60/R17C,WR C3,LT IARNA,690,4,0,0,AN2356017CRWRC3
4130,PIRELLI,265/45/R20,SCORPION WINTER,4X4 IARNA,1346.81,14,0,0,AP2654520VSCWI
4046,NOKIAN,245/40/R18,WR A4,IARNA,651.69,30,0,4,AN2454018VWRA4X
4048,NOKIAN,245/45/R17,WR A4,IARNA,709.13,30,0,0,AN2454517VWRA4X
4049,NOKIAN,245/45/R18,WR A4 RUN FLAT,IARNA,823.61,12,0,0,AN2454518VA4XR
4051,NOKIAN,245/60/R18,WR SUV 3,4X4 IARNA,729.27,4,0,0,AN2456018HWRS3
4102,DUNLOP,235/60/R18,WINTER SPORT 5 SUV,4X4 IARNA,728.04,4,0,0,AD2356018HWS5SX
4055,NOKIAN,255/40/R19,WR A4,IARNA,891.79,30,0,8,AN2554019VWRA4X
4056,NOKIAN,255/50/R20,WR SUV 3,4X4 IARNA,1069.61,8,0,0,AN2555020VWS3X
4057,NOKIAN,255/55/R20,WR SUV 3,4X4 IARNA,1150.5,12,0,0,AN2555520VWS3X
4058,NOKIAN,265/40/R21,WR SUV 3,4X4 IARNA,1266.7,4,0,0,AN2654021VWRS3X
4059,NOKIAN,295/40/R20,WR SUV 3,4X4 IARNA,1130.33,6,0,0,AN2954020VWRS3X
4060,NOKIAN,315/35/R20,WR SUV 3,4X4 IARNA,1846.14,1,0,0,AN3153520VWRS3X
4082,NOKIAN,205/50/R16,WR D4,IARNA,532.64,8,0,0,AN2055016HWRD4X
4065,DUNLOP,110/70/R17,SPORT MAXX ROADSMART,TOURING VARA,384.54,1,0,0,AD1107017WSMRS
4108,KELLY,155/70/R13,WINTER ST,IARNA,125.28,1,0,0,AKE1557013TWI
4118,BARUM,205/70/R15C,SNOVANIS 2,LT IARNA,310.23,4,0,0,ABR2057015CRSN2
4161,CONTINENTAL,225/60/R17,WINTER CONTACT TS850P SUV,4X4 IARNA,746.9,19,0,0,AC2256017HTS85S
4095,DUNLOP,215/60/R16,WINTER SPORT 5,IARNA,506.17,26,8,8,AD2156016HWS5X
4101,DUNLOP,235/45/R17,WINTER SPORT 5,IARNA,772.55,10,0,0,AD2354517VWS5X
4104,DUNLOP,245/45/R18,WINTER SPORT 5,IARNA,862.22,4,0,0,AD2454518VWS5X
4093,DUNLOP,205/55/R16,WINTER SPORT 5,IARNA,379.85,30,8,16,AD2055516TWSP5
4157,CONTINENTAL,225/50/R17,WINTER CONTACT TS830 SSR,IARNA,667.07,28,0,0,AC2255017V83SX
4091,DUNLOP,205/55/R16,WINTER SPORT 5,IARNA,385.74,30,8,16,AD2055516HWS5
4158,CONTINENTAL,225/55/R16,WINTER CONTACT TS850P,IARNA,526.18,6,0,0,AC2255516HTS85
4269,MICHELIN,195/65/R15,ENERGY SAVER+,VARA,293.45,9,0,0,AM1956515TESPX
4109,KELLY,165/70/R14,WINTER ST,IARNA,137.47,0,1,0,AKE1657014TWI
4110,KELLY,185/65/R15,WINTER ST,IARNA,162.55,0,0,5,AKE1856515TWI
4112,KELLY,195/65/R15,WINTER ST,IARNA,167.29,28,0,30,AKE1956515TWST
4221,PIRELLI,185/60/R15,WINTER CINTURATO,IARNA,294.99,2,0,0,AP1856015TWCIX
4119,KELLY,155/80/R13,WINTER ST,IARNA,128,4,0,0,AKE1558013TWI
4154,CONTINENTAL,225/45/R17,WINTER CONTACT TS860,IARNA,608.57,4,0,0,AC2254517HTS86X
4121,KELLY,175/70/R13,WINTER ST,IARNA,137.47,1,0,10,AKE1757013TWI
4155,CONTINENTAL,225/45/R19,WINTER CONTACT TS830P SUV,4X4 IARNA,1144.08,4,0,0,AC2254519VTS83X
4159,CONTINENTAL,225/55/R17,WINTER CONTACT TS850P SSR,IARNA,801.17,4,0,0,AC2255517HTS85S
4144,CONTINENTAL,185/60/R14,WINTER CONTACT TS860,IARNA,266.36,0,4,2,AC1856014TTS86
4150,CONTINENTAL,215/55/R16,WINTER CONTACT TS860,IARNA,551.05,1,0,0,AC2155516HTS86X
4152,CONTINENTAL,225/40/R18,WINTER CONTACT TS830P RUN FLAT,IARNA,774.19,8,0,0,AC2254018VTS83S
4127,SEMPERIT,195/65/R15,MASTER GRIP 2,IARNA,226.93,30,0,0,ASE1956515TMG2X
4145,CONTINENTAL,185/60/R15,WINTER CONTACT TS860,IARNA,286.08,0,4,0,AC1856015TTS86X
4149,CONTINENTAL,205/50/R17,WINTER CONTACT TS850P,IARNA,595.48,2,0,0,AC2055017HTS85
4427,PIRELLI,235/45/R18,WINTER 240 SOTTO ZERO 2,IARNA,760.78,30,0,0,AP2354518VSZ2X
4132,PIRELLI,275/40/R20,SCORPION WINTER RUN FLAT,4X4 IARNA,1586.66,4,2,0,AP2754020VSWRX
4140,TOYO,215/55/R16,SNOWPROX S954,IARNA,394.27,2,0,0,ATO2155516HS954
4151,CONTINENTAL,215/60/R17,WINTER CONTACT TS830P,4X4 IARNA,622.22,4,4,0,AC2156017HTS830
4455,FALKEN,"235/75/R17,5",RI128,TRAILER REGIONAL VARA,822.2,2,0,0,AFA23575175J128
4163,CONTINENTAL,235/50/R18,CONTI WINTER CONTACT TS850P SUV,IARNA,849.78,12,0,0,AC2355018VTS85X
4164,CONTINENTAL,235/65/R17,WINTER CONTACT TS850P SUV,4X4 IARNA,683.65,14,0,0,AC2356517H85S
4166,CONTINENTAL,265/40/R20,WINTER CONTACT TS850P,IARNA,1184.3,12,0,0,AC2654020V85X
4183,CONTINENTAL,225/55/R16,WINTER CONTACT TS850P RUN FLAT,IARNA,630.31,8,0,0,AC2255516HTS85S
4177,NOKIAN,255/45/R18,WR A4,IARNA,857.69,2,0,0,AN2554518VWRA4X
4246,DUNLOP,"315/70/R22,5",SP446,TRACTIUNE REGIONAL VARA,2060.63,12,0,0,AD31570225SP446
4232,PIRELLI,245/40/R18,P ZERO RUN FLAT,VARA,765.65,2,0,0,AP2454018YPZRFT
4184,CONTINENTAL,235/55/R19,WINTER CONTACT TS850P RUN FLAT,IARNA,1047.5,8,0,0,AC2355519H85S
4169,TOYO,155/60/R15,SNOWPROX S943,IARNA,219.57,2,0,0,ATO1556015TS943
4234,PIRELLI,285/35/R20,P ZERO,VARA,1141.21,1,0,0,AP2853520YPZ
4179,CONTINENTAL,195/65/R15,WINTER CONTACT TS860,IARNA,261,0,9,30,AC1956515TTS86
4215,PIRELLI,195/65/R15,WINTER CINTURATO,IARNA,254.71,2,0,4,AP1956515TWCI
4225,PIRELLI,205/60/R16,WINTER SOTTO ZERO 3,IARNA,438.57,3,0,0,AP2056016HWSZ3X
4181,CONTINENTAL,205/55/R16,WINTER CONTACT TS860,IARNA,394,30,3,9,AC2055516TTS860
4180,CONTINENTAL,205/55/R16,WINTER CONTACT TS860,IARNA,402.01,26,0,0,AC2055516HTS860
4182,CONTINENTAL,215/50/R18,WINTER CONTACT TS850P SUV,4X4 IARNA,794.72,12,0,0,AC2155018VTS85S
4266,KELLY,205/65/R15,WINTER ST,IARNA,199.79,1,0,0,AKE2056515TWST
4271,MICHELIN,215/65/R15,ALPIN A4,IARNA,593.5,8,0,0,AM2156515HA4
4265,HANKOOK,215/60/R16,KINERGY ECO K425,VARA,392.22,4,0,0,AH2156016VK425
4214,CONTINENTAL,185/65/R15,WINTER CONTACT TS860,IARNA,272,0,24,24,AC1856515TTS86
4186,PIRELLI,195/60/R16,W210 SNOW CONTROL 3,IARNA,421.07,4,0,0,AP1956016HSC3
4187,PIRELLI,195/65/R15,WINTER CINTURATO,IARNA,295.57,24,0,0,AP1956515TWCIX
4189,PIRELLI,205/50/R17,W210 SOTTO ZERO 2 RUN FLAT,IARNA,702.99,6,0,0,AP2055017HWS2RX
4191,PIRELLI,215/50/R17,WINTER CINTURATO,IARNA,594.42,8,0,0,AP2155017HWCIX
4194,PIRELLI,225/40/R18,WINTER SOTTO ZERO 3,IARNA,609.6,21,0,0,AP2254018HWSZ3X
4314,DUNLOP,225/60/R17,WINTER SPORT 3D,IARNA,722.15,4,0,0,AD2256017H3D
4198,PIRELLI,235/45/R17,WINTER SOTTO ZERO 3,IARNA,700.01,10,0,0,AP2354517VWSZ3X
4199,PIRELLI,235/55/R17,WINTER SOTTO ZERO 3,IARNA,695.4,3,0,0,AP2355517HWSZ3
4200,PIRELLI,235/60/R17,SCORPION WINTER,4X4 IARNA,708.05,1,0,0,AP2356017HSWX
4201,PIRELLI,245/40/R19,SOTTO ZERO 3 RUN FLAT,IARNA,1734.38,1,0,0,AP2454019VSZ3RX
4202,PIRELLI,245/45/R17,WINTER SOTTO ZERO 3,IARNA,816.22,12,0,0,AP2454517VSZ3X
4206,PIRELLI,275/40/R20,SCORPION WINTER,4X4 IARNA,1216.06,12,0,0,AP2754020VSWX
4207,PIRELLI,275/45/R20,SCORPION WINTER,IARNA,1163.52,16,0,0,AP2754520VSWINX
4208,PIRELLI,275/50/R20,SCORPION WINTER MO,IARNA,1556.64,2,0,0,AP2755020VSWMO
4209,PIRELLI,315/35/R20,SCORPION WINTER RUN FLAT,4X4 IARNA,2071.75,2,2,0,AP3153520VSWRX
4235,PRIMEWELL,"315/70/R22,5",PSR125,DIRECTIE REGIONAL VARA,1265.01,4,2,0,APRW31570225125
4231,DUNLOP,215/55/R16,WINTER SPORT 5,IARNA,541.51,20,0,0,AD2155516HWS5X
4217,KELLY,175/65/R14,WINTER ST,IARNA,137.47,9,6,11,AKE1756514TWI
4223,PIRELLI,205/50/R17,WINTER SOTTO ZERO 3,IARNA,564.65,2,0,0,AP2055017HWSZ3X
4216,VIKING,185/65/R15,FOUR TECH,ALL SEASONS All Season,185.54,7,0,0,AVI1856515HFT
4286,DUNLOP,195/65/R15,WINTER SPORT 5,IARNA,315.71,2,0,0,AD1956515HWS5
4226,PIRELLI,215/55/R16,WINTER SOTTO ZERO 3,IARNA,531.97,6,0,0,AP2155516HSZ3X
4227,PIRELLI,225/55/R16,WINTER SOTTO ZERO 3,IARNA,503.95,8,0,0,AP2255516HSZ3
4228,PIRELLI,235/55/R19,SCORPION WINTER,4X4 IARNA,924.21,4,0,0,AP2355519HSWX
4229,PIRELLI,255/50/R19,SCORPION WINTER,IARNA,831.4,22,0,0,AP2555019VSWINT
4247,DUNLOP,"385/65/R22,5",SP346,DIRECTIE REGIONAL VARA,2180.79,10,0,0,AD38565225SP346
4287,DUNLOP,205/60/R16,WINTER SPORT 5,IARNA,416.5,30,8,8,AD2056016HWS5X
4285,DUNLOP,185/60/R14,WINTER RESPONSE 2,IARNA,266.5,12,4,4,AD1856014TWR2
4240,PIRELLI,185/50/R16,WINTER 190 SNOW CONTROL 3,IARNA,390.53,1,0,0,AP1855016TSC3
4293,DUNLOP,235/65/R17,WINTER SPORT 5 SUV,4X4 IARNA,683.54,24,0,4,AD2356517HWS5SX
4276,NOKIAN,185/60/R15,WEATHERPROOF,ALL SEASONS All Season,304.58,14,0,0,AN1856015HWPRX
4307,MICHELIN,205/55/R17,ALPIN 5,IARNA,729.02,14,0,0,AM2055517VA5X
4256,TOYO,215/50/R18,SNOWPROX S953,IARNA,646.91,1,0,0,ATO2155018VS953
4334,BF GOODRICH,215/55/R16,G FORCE WINTER 2,IARNA,383.25,1,0,0,ABF2155516HGFW2
4258,TOYO,225/40/R18,SNOWPROX S954,IARNA,430,30,4,0,ATO2254018V954X
4337,CONTINENTAL,225/60/R17,WINTER CONTACT TS830P SUV RUN FLAT,4X4 IARNA,783.98,24,0,0,AC2256017HTS83S
4268,MICHELIN,195/65/R15,ALPIN 5,IARNA,320.19,1,0,0,AM1956515TA5XL
4278,NOKIAN,235/65/R16C,WEATHERPROOF C,LT All Season,662,25,0,0,AN2356516CRWPR
4284,DUNLOP,185/55/R15,WINTER RESPONSE 2,IARNA,367.41,8,0,0,AD1855515TWR2
4289,DUNLOP,215/45/R17,WINTER SPORT 5,IARNA,660.63,4,0,0,AD2154517VWS5X
4295,MICHELIN,155/65/R14,ALPIN A3,IARNA,120,1,0,0,AM1556514TA3
4296,MICHELIN,245/45/R17,PILOT ALPIN PA4,IARNA,862.27,4,0,0,AM2454517VPA4X
4352,NOKIAN,215/60/R17,WEATHERPROOF,ALL SEASONS All Season,567.61,4,0,0,AN2156017HWPRX
4329,NOKIAN,275/45/R21,WR SUV 3,4X4 IARNA,1232.6,11,4,12,AN2754521WWRS3X
4297,PRIMEWELL,"315/80/R22,5",PDM331,TRACTIUNE SANTIER VARA,1365,10,4,0,APRW31580225331
4299,PRIMEWELL,"315/80/R22,5",PW622+,TRACTIUNE REGIONAL VARA,1360,9,0,0,APRW31580225622
4323,BF GOODRICH,205/60/R16,G FORCE WINTER 2,IARNA,333.58,2,0,0,ABF2056016HGFW2
4344,PIRELLI,205/55/R17,WINTER CINTURATO,IARNA,645.21,8,0,0,AP2055517TWCX
4309,PIRELLI,285/40/R21,SCORPION WINTER,4X4 IARNA,2104.44,4,0,0,AP2854021VSWX
4328,NOKIAN,235/60/R16,WR SUV 3,4X4 IARNA,505.75,10,0,0,AN2356016HWRS3
4371,NOKIAN,215/40/R17,WR A4,IARNA,557.85,2,0,0,AN2154017VA4X
4367,FALKEN,"315/80/R22,5",BI867,TRACTIUNE REGIONAL VARA,1573.06,8,0,4,AFA31580225M867
4342,BARUM,"215/75/R17,5",BF14,DIRECTIE REGIONAL VARA,540,1,0,0,ABR21575175BF14
4325,CONTINENTAL,215/65/R17,WINTER CONTACT TS830P,IARNA,561.32,1,0,0,AC2156517TTS83
4330,NOKIAN,315/40/R21,WR SUV 3,4X4 IARNA,1491.89,0,4,6,AN3154021WWRS3
4392,NOKIAN,185/65/R15,WR D4,IARNA,273.52,0,0,1,AN1856515TWRD4X
4326,MICHELIN,225/40/R18,PILOT ALPIN PA4,IARNA,671.8,1,0,0,AM2254018WPA4X
4338,CONTINENTAL,245/45/R19,WINTER CONTACT TS810S SSR,IARNA,1149.84,12,0,0,AC2454519V81SX
4452,CONTINENTAL,145/65/R15,WINTER CONTACT TS760,IARNA,356.05,4,0,0,AC1456515TTS76
4630,DUNLOP,235/65/R16C,ECONODRIVE,LT VARA,555.22,20,0,0,AD2356516CREC
4460,FALKEN,"315/80/R22,5",BI851,TRACTIUNE REGIONAL VARA,1658.84,8,8,4,AFA31580225M851
4346,PIRELLI,275/35/R20,SOTTO ZERO 3 RUN FLAT,IARNA,2245.11,4,0,0,AP2753520VSZ3RX
4343,CONTINENTAL,215/60/R16,ECO CONTACT 5,VARA,517.17,1,0,0,AC2156016V95EC5
4382,CONTINENTAL,245/45/R19,WINTER CONTACT TS850P,IARNA,1005.8,10,0,0,AC2454519V85X
4363,FALKEN,"295/80/R22,5",RI151,DIRECTIE REGIONAL VARA,1395.64,8,0,0,AFA29580225M151
4444,CONTINENTAL,195/55/R16,ECO CONTACT 5,VARA,385.32,4,0,0,AC1955516HCEC5
4368,FALKEN,"385/65/R22,5",RI128,DIRECTIE REGIONAL VARA,1510.72,9,0,0,AFA38565225K128
4369,FALKEN,"385/65/R22,5",RI151,DIRECTIE REGIONAL VARA,1608.62,4,0,0,AFA38565225K151
4408,PIRELLI,255/40/R18,W210 SOTTO ZERO2 RUN FLAT,IARNA,1273.85,8,0,0,AP2554018HSZ2R
4349,BF GOODRICH,215/60/R16,G-FORCE WINTER 2,IARNA,369.06,1,0,0,ABF2156016HGFW2
4370,KUMHO,235/50/R17,WP71,IARNA,539.78,16,0,0,AK2355017VWP71X
4360,TOYO,215/65/R16C,SNOWPROX S943C,LT IARNA,432.66,4,0,0,ATO2156516CH943
4453,FALKEN,"215/75/R17,5",RI151,DIRECTIE REGIONAL VARA,655.69,2,0,2,AFA21575175M151
4381,CONTINENTAL,235/50/R17,WINTER CONTACT TS850P,IARNA,839.26,16,0,0,AC2355017VTS85
4439,NOKIAN,235/45/R18,WR A4,IARNA,712.36,1,0,0,AN2354518VWRA4X
4422,NOKIAN,275/40/R21,WR SUV 3,IARNA,1334.87,4,0,0,AN2754021VWRS3X
4388,NOKIAN,235/55/R20,WR SUV 3,4X4 IARNA,1207.8,3,0,0,AN2355520HWRS3X
4412,KUMHO,235/45/R18,WP71,IARNA,511.22,8,0,0,AK2354518VWP71X
4379,TOYO,235/45/R19,OPEN COUNTRY WT,4X4 IARNA,555.52,4,0,0,ATO2354519VOP
4396,NOKIAN,245/45/R19,WR A4,IARNA,876.89,1,0,0,AN2454519VWRA4X
4536,KELLY,"385/65/R22,5",ARMORSTEEL KTR,TRAILER REGIONAL VARA,1148.96,30,6,1,AKE38565225ARKT
4414,PIRELLI,195/55/R16,WINTER 210 SNOW CONTROL 3 RUN FLAT,IARNA,529.05,9,0,0,AP1955516HWSC3R
4409,FALKEN,215/60/R16,EUROWINTER HS449,4X4 IARNA,375,1,0,0,AFA2156016HHS44
4437,MICHELIN,205/55/R17,CROSS CLIMATE,ALL SEASONS All Season,696.52,1,0,0,AM2055517VCRCX
4551,PIRELLI,205/55/R16,SOTTO ZERO 2,IARNA,356.42,5,0,0,AP2055516HSZ2W2
4442,PETLAS,185/75/R16C,PT925 FULL GRIP,LT IARNA,273.37,14,0,0,APT1857516CR925
4407,PIRELLI,175/70/R14,WINTER CINTURATO,IARNA,287.4,2,0,0,AP1757014TWC
4461,FALKEN,"385/65/R22,5",RI117,TRAILER REGIONAL VARA,1500.52,0,0,3,AFA38565225K117
4454,FALKEN,"215/75/R17,5",BI851,TRACTIUNE REGIONAL VARA,677.59,7,0,0,AFA21575175M851
4466,PIRELLI,205/55/R16,WINTER SOTTO ZERO 3 RUN FLAT,IARNA,468.93,4,0,0,AP2055516HSZ3R
